n_filters,port,train_fitted,train_real,train_MAPE,train_RMSE,test_results,test_real,test_MAPE,test_RMSE
8,Ningbo(10kTEU),"[[ 453.98443604]
 [ 584.77423096]
 [ 786.99285889]
 [1035.09106445]
 [1197.73571777]
 [1151.42126465]
 [1432.35290527]
 [1596.30200195]
 [1722.30822754]
 [1842.22607422]
 [2051.61987305]
 [2261.44946289]]","[[ 520.8]
 [ 706.8]
 [ 935. ]
 [1084.6]
 [1042. ]
 [1300.4]
 [1451.2]
 [1567.1]
 [1677.4]
 [1870. ]
 [2063. ]
 [2160. ]]",7.455296055252382,93.35315757796153,"[[2366.90722656]
 [2694.15332031]
 [2883.32568359]
 [3007.26611328]]","[[2461.]
 [2635.]
 [2749.]
 [2872.]]",3.916108280865987,110.3323116683165
8,Shanghai(10kTEU),"[[1542.65136719]
 [1913.69897461]
 [2294.83789062]
 [2761.53857422]
 [2953.89453125]
 [2640.86914062]
 [3068.36254883]
 [3349.01367188]
 [3432.05249023]
 [3546.4152832 ]
 [3721.74316406]
 [3853.65966797]]","[[1808.4]
 [2171. ]
 [2615. ]
 [2798. ]
 [2500.2]
 [2906.9]
 [3173.9]
 [3252.9]
 [3361.7]
 [3528.5]
 [3654. ]
 [3713. ]]",6.826169268997158,217.42646485460403,"[[3915.67675781]
 [4241.52636719]
 [4428.62646484]
 [4564.22167969]]","[[4023.]
 [4201.]
 [4330.]
 [4350.]]",2.708702282324914,131.1285365269152
8,Singapore(10kTEU),"[[2185.46875   ]
 [2374.78100586]
 [2537.36791992]
 [2856.85107422]
 [3058.25610352]
 [2646.60620117]
 [2907.15161133]
 [3060.28808594]
 [3234.15478516]
 [3328.65869141]
 [3459.74389648]
 [3160.07568359]]","[[2319.2]
 [2479.2]
 [2793.6]
 [2991.8]
 [2586.7]
 [2843.1]
 [2993.8]
 [3164.9]
 [3257.9]
 [3386.9]
 [3092. ]
 [3090. ]]",5.967616607640818,211.38079632224313,"[[3158.04345703]
 [3439.52270508]
 [3737.25952148]
 [3798.22973633]]","[[3367.]
 [3660.]
 [3720.]
 [3660.]]",4.117679930557745,167.09161073549674
8,Shenzhen(10kTEU),"[[1412.86975098]
 [1674.17651367]
 [1907.72900391]
 [2178.08154297]
 [2210.46240234]
 [1885.2166748 ]
 [2323.02368164]
 [2329.29467773]
 [2367.32910156]
 [2402.07373047]
 [2480.09619141]
 [2496.85205078]]","[[1619.7]
 [1846.9]
 [2109.9]
 [2141.4]
 [1825. ]
 [2250.9]
 [2257. ]
 [2294. ]
 [2327.8]
 [2403.7]
 [2420. ]
 [2397. ]]",6.971892518732334,186.6119814719174,"[[2473.20898438]
 [2600.67553711]
 [2860.74902344]
 [2658.24121094]]","[[2521.]
 [2774.]
 [2577.]
 [2655.]]",4.819200437973124,167.96529727957866
8,Hong Kong(10kTEU),"[[2177.57446289]
 [2221.3840332 ]
 [2331.35400391]
 [2376.74609375]
 [2425.79760742]
 [2084.21850586]
 [2347.17724609]
 [2414.91943359]
 [2289.62109375]
 [2215.45068359]
 [2201.5065918 ]
 [1988.29150391]]","[[2242.7]
 [2353.9]
 [2399.8]
 [2449.4]
 [2104. ]
 [2369.9]
 [2438.4]
 [2311.7]
 [2236.7]
 [2222.6]
 [2007. ]
 [1981. ]]",5.221197723195022,151.83501331584847,"[[1962.57922363]
 [2056.52807617]
 [1941.81140137]
 [1813.24926758]]","[[2076.]
 [1960.]
 [1830.]
 [2007.]]",6.5379978809808765,134.37175837102654
8,Busan(10kTEU),"[[1202.14587402]
 [1238.77111816]
 [1258.28356934]
 [1387.67138672]
 [1406.66186523]
 [1253.06628418]
 [1484.0859375 ]
 [1691.73242188]
 [1781.6776123 ]
 [1848.45849609]
 [1951.96862793]
 [2032.52294922]]","[[1184.3]
 [1203. ]
 [1327. ]
 [1345.2]
 [1198. ]
 [1419.4]
 [1618.4]
 [1704.6]
 [1768.6]
 [1867.8]
 [1945. ]
 [1985. ]]",4.627788736944755,91.46422151846483,"[[2074.26049805]
 [2141.04174805]
 [2263.12524414]
 [2297.55932617]]","[[2049.]
 [2166.]
 [2199.]
 [2159.]]",2.929739697574259,78.37687941515445
8,Guangzhou(10kTEU),"[[ 371.8034668 ]
 [ 520.51220703]
 [ 726.12762451]
 [1118.78308105]
 [1198.66711426]
 [1218.96020508]
 [1364.98461914]
 [1548.58898926]
 [1600.44934082]
 [1661.22119141]
 [1799.83691406]
 [1866.40686035]]","[[ 468.5]
 [ 660. ]
 [1025.7]
 [1100.1]
 [1119. ]
 [1255. ]
 [1426. ]
 [1474.3]
 [1530.9]
 [1660. ]
 [1722. ]
 [1885. ]]",8.50925599273299,110.69103708162714,"[[2041.42163086]
 [2204.62548828]
 [2365.68212891]
 [2511.70654297]]","[[2037.]
 [2187.]
 [2323.]
 [2319.]]",2.792564006909834,99.10573203345189
8,Qingdao(10kTEU),"[[ 570.09790039]
 [ 693.74279785]
 [ 841.54455566]
 [1028.01831055]
 [1118.92431641]
 [1112.56726074]
 [1298.19348145]
 [1404.99230957]
 [1562.11779785]
 [1669.86975098]
 [1782.17797852]
 [1876.47424316]]","[[ 630.7]
 [ 770.2]
 [ 946.2]
 [1032. ]
 [1026. ]
 [1201.2]
 [1302. ]
 [1450.3]
 [1552. ]
 [1658. ]
 [1747. ]
 [1801. ]]",4.867184237852432,62.06314924885085,"[[1933.68798828]
 [1964.41381836]
 [1960.17578125]
 [2251.54101562]]","[[1830.]
 [1826.]
 [2101.]
 [2200.]]",5.572918107648522,114.45252389619793
8,Dubai(10kTEU),"[[ 683.33215332]
 [ 912.77587891]
 [ 944.62573242]
 [1140.33398438]
 [1248.87451172]
 [1172.70739746]
 [1225.09204102]
 [1371.76843262]
 [1400.05603027]
 [1438.92541504]
 [1607.39379883]
 [1644.16772461]]","[[ 861.9]
 [ 892.3]
 [1079.1]
 [1182.7]
 [1110. ]
 [1160. ]
 [1300. ]
 [1327. ]
 [1364.1]
 [1524.9]
 [1560. ]
 [1573. ]]",6.469610268791483,89.08911774389969,"[[1657.78796387]
 [1620.07092285]
 [1576.06811523]
 [1488.06213379]]","[[1537.]
 [1495.]
 [1411.]
 [1350.]]",9.537529436669388,138.3303142947528
8,Tianjin(10kTEU),"[[ 417.84606934]
 [ 522.38604736]
 [ 644.33178711]
 [ 880.58154297]
 [ 914.96838379]
 [ 936.19470215]
 [1082.65673828]
 [1241.8548584 ]
 [1318.26989746]
 [1393.6237793 ]
 [1505.16845703]
 [1510.36889648]]","[[ 480.1]
 [ 595. ]
 [ 817.6]
 [ 850. ]
 [ 870. ]
 [1008. ]
 [1158. ]
 [1230. ]
 [1301. ]
 [1406.1]
 [1411. ]
 [1449. ]]",6.903944965243911,74.26780856032319,"[[1550.69909668]
 [1612.25561523]
 [1710.95825195]
 [1848.9296875 ]]","[[1507.]
 [1600.]
 [1730.]
 [1835.]]",1.3813767631990652,25.575552378795475
8,Rotterdam(10kTEU),"[[ 854.02429199]
 [ 957.01519775]
 [ 993.2868042 ]
 [1018.31933594]
 [1110.27539062]
 [1002.27801514]
 [1145.52526855]
 [1220.21398926]
 [1219.09020996]
 [1194.15991211]
 [1263.3314209 ]
 [1256.38354492]]","[[ 930. ]
 [ 965.5]
 [ 990. ]
 [1080. ]
 [ 974.3]
 [1114.5]
 [1187.6]
 [1186.5]
 [1162.1]
 [1229.8]
 [1223. ]
 [1238. ]]",4.840498401951462,64.63505398868995,"[[1271.70935059]
 [1409.64367676]
 [1489.33898926]
 [1521.01293945]]","[[1373.]
 [1451.]
 [1482.]
 [1435.]]",4.179164855958771,69.68182626683956
8,Kelang(10kTEU),"[[ 565.82275391]
 [ 597.97583008]
 [ 681.78808594]
 [ 787.46453857]
 [ 857.98706055]
 [ 787.14300537]
 [ 954.44616699]
 [1033.00683594]
 [1075.5559082 ]
 [1113.06811523]
 [1176.94543457]
 [1278.12060547]]","[[ 554.4]
 [ 632.6]
 [ 731.2]
 [ 797. ]
 [ 730.9]
 [ 887. ]
 [ 960.3]
 [1000. ]
 [1035. ]
 [1094.6]
 [1189. ]
 [1320. ]]",4.819648353272294,54.00083552150538,"[[1418.52233887]
 [1475.32592773]
 [1324.20629883]
 [1459.24951172]]","[[1373.]
 [1232.]
 [1358.]
 [1324.]]",8.942432433482011,142.051254044788
8,Kaohsiung(10kTEU),"[[ 976.57293701]
 [ 952.18408203]
 [ 982.6953125 ]
 [ 924.98486328]
 [ 972.85931396]
 [ 862.85852051]
 [ 923.07794189]
 [ 968.74450684]
 [ 983.29742432]
 [ 999.05487061]
 [1064.79455566]
 [1031.37255859]]","[[ 947.1]
 [ 977.5]
 [ 920. ]
 [ 967.7]
 [ 858.1]
 [ 918.1]
 [ 963.6]
 [ 978.1]
 [ 993.8]
 [1059.3]
 [1026. ]
 [1046. ]]",4.450547290747597,50.558940669696995,"[[1051.44567871]
 [1032.3762207 ]
 [1050.44213867]
 [1047.43115234]]","[[1027.]
 [1045.]
 [1042.]
 [ 962.]]",3.3197700385951143,45.07411260222097
8,Dalian(10kTEU),"[[ 265.67333984]
 [ 311.54675293]
 [ 368.60882568]
 [ 514.06121826]
 [ 499.92279053]
 [ 504.90686035]
 [ 575.09033203]
 [ 692.87615967]
 [ 861.72302246]
 [1050.09912109]
 [1060.16882324]
 [1003.10656738]]","[[ 265.1]
 [ 321.2]
 [ 464.2]
 [ 450.3]
 [ 455.2]
 [ 524.2]
 [ 640. ]
 [ 806. ]
 [ 991.2]
 [1001.1]
 [ 945. ]
 [ 961. ]]",9.181886095440294,74.65549956337026,"[[1019.38098145]
 [1028.53540039]
 [1035.65563965]
 [1080.41015625]]","[[ 970.]
 [ 977.]
 [1021.]
 [ 654.]]",19.250358633749748,216.2953928939418
8,Hanburg(10kTEU),"[[709.03765869]
 [817.36431885]
 [894.64050293]
 [944.36096191]
 [982.00067139]
 [709.43695068]
 [798.59423828]
 [909.81628418]
 [894.74023438]
 [938.57019043]
 [981.30194092]
 [890.44732666]]","[[808.8]
 [886.2]
 [936. ]
 [973.7]
 [700.7]
 [790. ]
 [901.4]
 [886.3]
 [930.2]
 [973. ]
 [882. ]
 [891. ]]",9.217275248679076,102.59498179812437,"[[899.43280029]
 [894.44085693]
 [881.46173096]
 [938.37054443]]","[[886.]
 [873.]
 [930.]
 [870.]]",4.262491688720786,43.79111033529309
8,Antwerp(10kTEU),"[[630.01196289]
 [673.10266113]
 [728.32867432]
 [865.72521973]
 [897.50341797]
 [758.15289307]
 [877.34637451]
 [897.50341797]
 [894.31536865]
 [888.65893555]
 [929.7956543 ]
 [998.90539551]]","[[ 648.2]
 [ 701.9]
 [ 835.5]
 [ 866.4]
 [ 730.9]
 [ 846.8]
 [ 866.4]
 [ 863.3]
 [ 857.8]
 [ 897.8]
 [ 965. ]
 [1004. ]]",5.644375180202577,65.97548617835992,"[[1039.01391602]
 [1081.17883301]
 [1148.02600098]
 [1148.02600098]]","[[1045.]
 [1110.]
 [1110.]
 [1204.]]",2.81102540725271,36.89701270158894
8,Xiamen(10kTEU),"[[316.59689331]
 [367.12530518]
 [439.90756226]
 [505.27182007]
 [549.02722168]
 [510.96966553]
 [633.527771  ]
 [701.25720215]
 [781.99499512]
 [868.75317383]
 [929.38726807]
 [994.75152588]]","[[334.2]
 [401.9]
 [462.7]
 [503.4]
 [468. ]
 [582. ]
 [645. ]
 [720.1]
 [800.8]
 [857.2]
 [918. ]
 [961. ]]",5.131633608525169,36.39536284434959,"[[1040.97949219]
 [1123.7598877 ]
 [1082.90734863]
 [1203.31530762]]","[[1038.]
 [1000.]
 [1112.]
 [1141.]]",5.185185082155616,70.80778047476343
8,Tanjung(10kTEU),"[[424.64727783]
 [440.83035278]
 [501.95495605]
 [577.2010498 ]
 [587.50891113]
 [630.38873291]
 [683.37030029]
 [785.41650391]
 [803.97045898]
 [796.54882812]
 [891.58575439]
 [948.27801514]]","[[417.7]
 [477. ]
 [550. ]
 [560. ]
 [601.6]
 [653. ]
 [752. ]
 [770. ]
 [762.8]
 [855. ]
 [910. ]
 [828. ]]",5.564163476484402,49.61155310978938,"[[863.75512695]
 [874.06262207]
 [933.84729004]
 [948.27801514]]","[[838.]
 [896.]
 [910.]
 [985.]]",2.967618464297356,27.666642953689525
8,Los Angeles(10kTEU),"[[742.31237793]
 [758.85968018]
 [858.24432373]
 [720.31677246]
 [795.6875    ]
 [736.25854492]
 [793.77038574]
 [804.76837158]
 [818.69238281]
 [797.60461426]
 [845.12756348]
 [826.96594238]]","[[748.5]
 [847. ]
 [710.3]
 [785. ]
 [726.1]
 [783.1]
 [794. ]
 [807.8]
 [786.9]
 [834. ]
 [816. ]
 [886. ]]",6.242280684255121,62.976877819855616,"[[897.59460449]
 [955.10650635]
 [958.13342285]
 [941.98974609]]","[[943.]
 [946.]
 [930.]
 [920.]]",2.7982290129642475,29.23874490164205
8,Long Beach(10kTEU),"[[582.72064209]
 [675.25427246]
 [732.96337891]
 [735.15234375]
 [653.16558838]
 [511.77816772]
 [630.77832031]
 [614.56011963]
 [609.08764648]
 [677.24420166]
 [686.29852295]
 [723.01361084]]","[[671. ]
 [729. ]
 [731.2]
 [648.8]
 [506.7]
 [626.3]
 [610. ]
 [604.5]
 [673. ]
 [682.1]
 [719. ]
 [680. ]]",8.951966306286037,70.86958287062357,"[[684.20910645]
 [757.83807373]
 [812.56231689]
 [766.79290771]]","[[754.]
 [809.]
 [763.]
 [811.]]",6.881708514947384,54.54127287438599
16,Ningbo(10kTEU),"[[ 453.7598877 ]
 [ 584.57696533]
 [ 786.83746338]
 [1034.98730469]
 [1197.66577148]
 [1151.34179688]
 [1432.33154297]
 [1596.31494141]
 [1722.34741211]
 [1842.2902832 ]
 [2051.72753906]
 [2261.60009766]]","[[ 520.8]
 [ 706.8]
 [ 935. ]
 [1084.6]
 [1042. ]
 [1300.4]
 [1451.2]
 [1567.1]
 [1677.4]
 [1870. ]
 [2063. ]
 [2160. ]]",7.463593187755348,93.42727204349501,"[[2367.08007812]
 [2694.39453125]
 [2883.60595703]
 [3007.57275391]]","[[2461.]
 [2635.]
 [2749.]
 [2872.]]",3.9218589945961835,110.50723657009603
16,Shanghai(10kTEU),"[[1544.44519043]
 [1915.07202148]
 [2295.77807617]
 [2761.94824219]
 [2954.08666992]
 [2641.41601562]
 [3068.42431641]
 [3348.75708008]
 [3431.70117188]
 [3545.93457031]
 [3721.06323242]
 [3852.82983398]]","[[1808.4]
 [2171. ]
 [2615. ]
 [2798. ]
 [2500.2]
 [2906.9]
 [3173.9]
 [3252.9]
 [3361.7]
 [3528.5]
 [3654. ]
 [3713. ]]",6.801250289337668,216.87864890689931,"[[3914.77612305]
 [4240.25585938]
 [4427.14306641]
 [4562.58496094]]","[[4023.]
 [4201.]
 [4330.]
 [4350.]]",2.6887672360632706,130.27141954938006
16,Singapore(10kTEU),"[[2183.84838867]
 [2373.56323242]
 [2536.49658203]
 [2856.66040039]
 [3058.49389648]
 [2645.96704102]
 [2907.06835938]
 [3060.53051758]
 [3234.76660156]
 [3329.47192383]
 [3460.83642578]
 [3160.53027344]]","[[2319.2]
 [2479.2]
 [2793.6]
 [2991.8]
 [2586.7]
 [2843.1]
 [2993.8]
 [3164.9]
 [3257.9]
 [3386.9]
 [3092. ]
 [3090. ]]",5.98349998424249,211.84866481405152,"[[3158.49389648]
 [3440.57226562]
 [3738.94287109]
 [3800.04296875]]","[[3367.]
 [3660.]
 [3720.]
 [3660.]]",4.130864585614102,167.0285838395647
16,Shenzhen(10kTEU),"[[1413.515625  ]
 [1674.60888672]
 [1907.9699707 ]
 [2178.10180664]
 [2210.45605469]
 [1885.47619629]
 [2322.92529297]
 [2329.19091797]
 [2367.19458008]
 [2401.91113281]
 [2479.86914062]
 [2496.61108398]]","[[1619.7]
 [1846.9]
 [2109.9]
 [2141.4]
 [1825. ]
 [2250.9]
 [2257. ]
 [2294. ]
 [2327.8]
 [2403.7]
 [2420. ]
 [2397. ]]",6.962478286433791,186.43056570828676,"[[2472.98779297]
 [2600.34985352]
 [2860.21069336]
 [2657.86865234]]","[[2521.]
 [2774.]
 [2577.]
 [2655.]]",4.815598536841403,167.83628287517553
16,Hong Kong(10kTEU),"[[2177.59912109]
 [2221.39672852]
 [2331.3347168 ]
 [2376.71411133]
 [2425.7512207 ]
 [2084.27026367]
 [2347.15380859]
 [2414.87646484]
 [2289.61376953]
 [2215.46484375]
 [2201.52490234]
 [1988.37097168]]","[[2242.7]
 [2353.9]
 [2399.8]
 [2449.4]
 [2104. ]
 [2369.9]
 [2438.4]
 [2311.7]
 [2236.7]
 [2222.6]
 [2007. ]
 [1981. ]]",5.221126361042538,151.819647872957,"[[1962.66625977]
 [2056.58813477]
 [1941.90429688]
 [1813.37939453]]","[[2076.]
 [1960.]
 [1830.]
 [2007.]]",6.537363962084246,134.33662472887727
16,Busan(10kTEU),"[[1202.39379883]
 [1238.99633789]
 [1258.49682617]
 [1387.80395508]
 [1406.78295898]
 [1253.28259277]
 [1484.15893555]
 [1691.67651367]
 [1781.56591797]
 [1848.30505371]
 [1951.75109863]
 [2032.25537109]]","[[1184.3]
 [1203. ]
 [1327. ]
 [1345.2]
 [1198. ]
 [1419.4]
 [1618.4]
 [1704.6]
 [1768.6]
 [1867.8]
 [1945. ]
 [1985. ]]",4.628148212407713,91.43791879843296,"[[2073.96728516]
 [2140.70654297]
 [2262.71484375]
 [2297.12670898]]","[[2049.]
 [2166.]
 [2199.]
 [2159.]]",2.9203559026597414,78.10520684564878
16,Guangzhou(10kTEU),"[[ 376.13882446]
 [ 524.24945068]
 [ 729.0378418 ]
 [1120.11413574]
 [1199.67663574]
 [1219.88830566]
 [1365.32543945]
 [1548.19128418]
 [1599.84289551]
 [1660.37023926]
 [1798.42883301]
 [1864.73095703]]","[[ 468.5]
 [ 660. ]
 [1025.7]
 [1100.1]
 [1119. ]
 [1255. ]
 [1426. ]
 [1474.3]
 [1530.9]
 [1660. ]
 [1722. ]
 [1885. ]]",8.361530534949397,109.26120669850357,"[[2039.04150391]
 [2201.58911133]
 [2361.99755859]
 [2507.43457031]]","[[2037.]
 [2187.]
 [2323.]
 [2319.]]",2.642936257524564,96.4953454482043
16,Qingdao(10kTEU),"[[ 565.12957764]
 [ 689.53570557]
 [ 838.2477417 ]
 [1025.86975098]
 [1117.33569336]
 [1110.93920898]
 [1297.70861816]
 [1405.16479492]
 [1563.25805664]
 [1671.67346191]
 [1784.67321777]
 [1879.55029297]]","[[ 630.7]
 [ 770.2]
 [ 946.2]
 [1032. ]
 [1026. ]
 [1201.2]
 [1302. ]
 [1450.3]
 [1552. ]
 [1658. ]
 [1747. ]
 [1801. ]]",5.066561962137079,63.865371384738594,"[[1937.11621094]
 [1968.03125   ]
 [1963.76696777]
 [2256.92651367]]","[[1830.]
 [1826.]
 [2101.]
 [2200.]]",5.6877454400904925,115.88819149842274
16,Dubai(10kTEU),"[[ 686.08013916]
 [ 914.50585938]
 [ 946.21429443]
 [1141.05432129]
 [1249.11315918]
 [1173.28430176]
 [1225.43615723]
 [1371.46179199]
 [1399.6237793 ]
 [1438.32043457]
 [1606.04162598]
 [1642.65209961]]","[[ 861.9]
 [ 892.3]
 [1079.1]
 [1182.7]
 [1110. ]
 [1160. ]
 [1300. ]
 [1327. ]
 [1364.1]
 [1524.9]
 [1560. ]
 [1573. ]]",6.429072121293551,88.31452533890413,"[[1656.21166992]
 [1618.66223145]
 [1574.85461426]
 [1487.23925781]]","[[1537.]
 [1495.]
 [1411.]
 [1350.]]",9.45159442037156,137.1009830654931
16,Tianjin(10kTEU),"[[ 419.13467407]
 [ 523.49829102]
 [ 645.23815918]
 [ 881.0894165 ]
 [ 915.41833496]
 [ 936.60876465]
 [1082.82373047]
 [1241.75317383]
 [1318.03942871]
 [1393.26574707]
 [1504.62231445]
 [1509.81408691]]","[[ 480.1]
 [ 595. ]
 [ 817.6]
 [ 850. ]
 [ 870. ]
 [1008. ]
 [1158. ]
 [1230. ]
 [1301. ]
 [1406.1]
 [1411. ]
 [1449. ]]",6.854966885341916,73.80837502377689,"[[1550.07629395]
 [1611.5291748 ]
 [1710.06530762]
 [1847.80407715]]","[[1507.]
 [1600.]
 [1730.]
 [1835.]]",1.357262830110917,25.24789755484855
16,Rotterdam(10kTEU),"[[ 853.93487549]
 [ 956.96099854]
 [ 993.24511719]
 [1018.28613281]
 [1110.27355957]
 [1002.23913574]
 [1145.53527832]
 [1220.24963379]
 [1219.12536621]
 [1194.18652344]
 [1263.3815918 ]
 [1256.43151855]]","[[ 930. ]
 [ 965.5]
 [ 990. ]
 [1080. ]
 [ 974.3]
 [1114.5]
 [1187.6]
 [1186.5]
 [1162.1]
 [1229.8]
 [1223. ]
 [1238. ]]",4.8428644389103805,64.65829733778381,"[[1271.76269531]
 [1409.74414062]
 [1489.4666748 ]
 [1521.15112305]]","[[1373.]
 [1451.]
 [1482.]
 [1435.]]",4.181023916533337,69.69362422064918
