n_filters,port,train_fitted,train_real,train_MAPE,train_RMSE,test_results,test_real,test_MAPE,test_RMSE
16,Kelang(10kTEU),"[[ 567.86572266]
 [ 599.85400391]
 [ 683.23657227]
 [ 788.37115479]
 [ 858.53192139]
 [ 788.0513916 ]
 [ 954.496521  ]
 [1032.65429688]
 [1074.98535156]
 [1112.30505371]
 [1175.85498047]
 [1276.51098633]]","[[ 554.4]
 [ 632.6]
 [ 731.2]
 [ 797. ]
 [ 730.9]
 [ 887. ]
 [ 960.3]
 [1000. ]
 [1035. ]
 [1094.6]
 [1189. ]
 [1320. ]]",4.801332153323281,53.840562748974385,"[[1416.1932373 ]
 [1472.70544434]
 [1322.36083984]
 [1456.71142578]]","[[1373.]
 [1232.]
 [1358.]
 [1324.]]",8.832897309415873,140.25622887358267
16,Kaohsiung(10kTEU),"[[ 976.57006836]
 [ 952.20281982]
 [ 982.68695068]
 [ 925.02789307]
 [ 972.85974121]
 [ 862.95672607]
 [ 923.12243652]
 [ 968.74841309]
 [ 983.28845215]
 [ 999.03198242]
 [1064.71313477]
 [1031.32092285]]","[[ 947.1]
 [ 977.5]
 [ 920. ]
 [ 967.7]
 [ 858.1]
 [ 918.1]
 [ 963.6]
 [ 978.1]
 [ 993.8]
 [1059.3]
 [1026. ]
 [1046. ]]",4.448616058466266,50.540715950377695,"[[1051.37634277]
 [1032.32373047]
 [1050.37353516]
 [1047.36523438]]","[[1027.]
 [1045.]
 [1042.]
 [ 962.]]",3.3159789561288373,45.033968365969734
16,Dalian(10kTEU),"[[ 284.81756592]
 [ 330.00927734]
 [ 385.63464355]
 [ 524.77435303]
 [ 511.24957275]
 [ 516.01727295]
 [ 583.15460205]
 [ 695.82849121]
 [ 857.34729004]
 [1037.5480957 ]
 [1047.18066406]
 [ 992.59515381]]","[[ 265.1]
 [ 321.2]
 [ 464.2]
 [ 450.3]
 [ 455.2]
 [ 524.2]
 [ 640. ]
 [ 806. ]
 [ 991.2]
 [1001.1]
 [ 945. ]
 [ 961. ]]",9.276226975349461,71.55834216842966,"[[1008.16308594]
 [1016.92010498]
 [1023.73114014]
 [1066.54345703]]","[[ 970.]
 [ 977.]
 [1021.]
 [ 654.]]",17.84196571762769,208.116313017304
16,Hanburg(10kTEU),"[[708.98571777]
 [817.34606934]
 [894.64660645]
 [944.38256836]
 [982.03417969]
 [709.38525391]
 [798.57043457]
 [909.8270874 ]
 [894.74658203]
 [938.59002686]
 [981.33502197]
 [890.45196533]]","[[808.8]
 [886.2]
 [936. ]
 [973.7]
 [700.7]
 [790. ]
 [901.4]
 [886.3]
 [930.2]
 [973. ]
 [882. ]
 [891. ]]",9.219050652583931,102.6146549827967,"[[899.44049072]
 [894.44683838]
 [881.46362305]
 [938.39038086]]","[[886.]
 [873.]
 [930.]
 [870.]]",4.263399126863421,43.799651109178214
16,Antwerp(10kTEU),"[[634.76367188]
 [676.92980957]
 [730.97088623]
 [865.41925049]
 [896.51568604]
 [760.15509033]
 [876.7911377 ]
 [896.51568604]
 [893.39587402]
 [887.86096191]
 [928.1149292 ]
 [995.74176025]]","[[ 648.2]
 [ 701.9]
 [ 835.5]
 [ 866.4]
 [ 730.9]
 [ 846.8]
 [ 866.4]
 [ 863.3]
 [ 857.8]
 [ 897.8]
 [ 965. ]
 [1004. ]]",5.507844641669619,64.98272455656296,"[[1034.98937988]
 [1076.24987793]
 [1141.66247559]
 [1141.66247559]]","[[1045.]
 [1110.]
 [1110.]
 [1204.]]",3.007129036103889,39.1400133022319
16,Xiamen(10kTEU),"[[320.55761719]
 [370.57229614]
 [442.61474609]
 [507.31463623]
 [550.62524414]
 [512.95465088]
 [634.2668457 ]
 [701.3079834 ]
 [781.22503662]
 [867.10131836]
 [927.11895752]
 [991.81890869]]","[[334.2]
 [401.9]
 [462.7]
 [503.4]
 [468. ]
 [582. ]
 [645. ]
 [720.1]
 [800.8]
 [857.2]
 [918. ]
 [961. ]]",4.882288379742169,35.546904399274055,"[[1037.5769043 ]
 [1119.51611328]
 [1079.07861328]
 [1198.26257324]]","[[1038.]
 [1000.]
 [1112.]
 [1141.]]",4.992889696477758,68.2771930106111
16,Tanjung(10kTEU),"[[427.10614014]
 [443.15231323]
 [503.75976562]
 [578.36932373]
 [588.58984375]
 [631.10705566]
 [683.64050293]
 [784.82324219]
 [803.22015381]
 [795.86138916]
 [890.09429932]
 [946.30700684]]","[[417.7]
 [477. ]
 [550. ]
 [560. ]
 [601.6]
 [653. ]
 [752. ]
 [770. ]
 [762.8]
 [855. ]
 [910. ]
 [828. ]]",5.5214626436135,48.96852402251099,"[[862.49902344]
 [872.71936035]
 [931.99835205]
 [946.30700684]]","[[838.]
 [896.]
 [910.]
 [985.]]",2.966855201405042,27.943091922583807
16,Los Angeles(10kTEU),"[[742.39489746]
 [758.91595459]
 [858.14373779]
 [720.43371582]
 [795.68566895]
 [736.3505249 ]
 [793.77166748]
 [804.75219727]
 [818.65405273]
 [797.59967041]
 [845.04766846]
 [826.91461182]]","[[748.5]
 [847. ]
 [710.3]
 [785. ]
 [726.1]
 [783.1]
 [794. ]
 [807.8]
 [786.9]
 [834. ]
 [816. ]
 [886. ]]",6.236850713403235,62.93370928393731,"[[897.43182373]
 [954.85296631]
 [957.87506104]
 [941.75701904]]","[[943.]
 [946.]
 [930.]
 [920.]]",2.7825748827446417,29.177134053664172
16,Long Beach(10kTEU),"[[583.25286865]
 [675.15222168]
 [732.46588135]
 [734.63983154]
 [653.21502686]
 [512.79681396]
 [630.98120117]
 [614.87420654]
 [609.43927002]
 [677.128479  ]
 [686.12091064]
 [722.58422852]]","[[671. ]
 [729. ]
 [731.2]
 [648.8]
 [506.7]
 [626.3]
 [610. ]
 [604.5]
 [673. ]
 [682.1]
 [719. ]
 [680. ]]",8.922487454680027,70.60796471543263,"[[684.0456543 ]
 [757.16986084]
 [811.51898193]
 [766.06335449]]","[[754.]
 [809.]
 [763.]
 [811.]]",6.896081386698243,54.66572858171902
32,Ningbo(10kTEU),"[[ 460.59048462]
 [ 590.60845947]
 [ 791.63397217]
 [1038.26843262]
 [1199.95324707]
 [1153.9119873 ]
 [1433.1862793 ]
 [1596.16796875]
 [1721.43054199]
 [1840.64074707]
 [2048.79931641]
 [2257.39013672]]","[[ 520.8]
 [ 706.8]
 [ 935. ]
 [1084.6]
 [1042. ]
 [1300.4]
 [1451.2]
 [1567.1]
 [1677.4]
 [1870. ]
 [2063. ]
 [2160. ]]",7.209740076719704,91.2371687209761,"[[2362.22583008]
 [2687.54125977]
 [2875.59741211]
 [2998.80664062]]","[[2461.]
 [2635.]
 [2749.]
 [2872.]]",3.757011052796825,105.62167093085485
32,Shanghai(10kTEU),"[[1547.47070312]
 [1917.37487793]
 [2297.33886719]
 [2762.60058594]
 [2954.36401367]
 [2642.30322266]
 [3068.47851562]
 [3348.2644043 ]
 [3431.04760742]
 [3545.05737305]
 [3719.84521484]
 [3851.35522461]]","[[1808.4]
 [2171. ]
 [2615. ]
 [2798. ]
 [2500.2]
 [2906.9]
 [3173.9]
 [3252.9]
 [3361.7]
 [3528.5]
 [3654. ]
 [3713. ]]",6.758749520681971,215.95080013558749,"[[3913.18017578]
 [4238.02539062]
 [4424.54980469]
 [4559.72705078]]","[[4023.]
 [4201.]
 [4330.]
 [4350.]]",2.654014026930108,128.79865560072474
32,Singapore(10kTEU),"[[2183.66674805]
 [2373.42724609]
 [2536.39916992]
 [2856.63916016]
 [3058.52001953]
 [2645.89599609]
 [2907.05834961]
 [3060.55712891]
 [3234.83569336]
 [3329.56298828]
 [3460.95874023]
 [3160.58154297]]","[[2319.2]
 [2479.2]
 [2793.6]
 [2991.8]
 [2586.7]
 [2843.1]
 [2993.8]
 [3164.9]
 [3257.9]
 [3386.9]
 [3092. ]
 [3090. ]]",5.985276809022746,211.90106918846644,"[[3158.54418945]
 [3440.68896484]
 [3739.1315918 ]
 [3800.24584961]]","[[3367.]
 [3660.]
 [3720.]
 [3660.]]",4.132348116651544,167.0225068885914
32,Shenzhen(10kTEU),"[[1415.11096191]
 [1675.67114258]
 [1908.55627441]
 [2178.13671875]
 [2210.42504883]
 [1886.1081543 ]
 [2322.66479492]
 [2328.91748047]
 [2366.84326172]
 [2401.48901367]
 [2479.28808594]
 [2495.99584961]]","[[1619.7]
 [1846.9]
 [2109.9]
 [2141.4]
 [1825. ]
 [2250.9]
 [2257. ]
 [2294. ]
 [2327.8]
 [2403.7]
 [2420. ]
 [2397. ]]",6.938927122096426,185.9807457029134,"[[2472.4206543 ]
 [2599.5234375 ]
 [2858.85375977]
 [2656.92456055]]","[[2521.]
 [2774.]
 [2577.]
 [2655.]]",4.806616912551801,167.51661821896758
32,Hong Kong(10kTEU),"[[2177.57397461]
 [2221.38427734]
 [2331.35498047]
 [2376.74755859]
 [2425.79931641]
 [2084.2175293 ]
 [2347.17797852]
 [2414.9206543 ]
 [2289.62158203]
 [2215.45068359]
 [2201.5065918 ]
 [1988.28967285]]","[[2242.7]
 [2353.9]
 [2399.8]
 [2449.4]
 [2104. ]
 [2369.9]
 [2438.4]
 [2311.7]
 [2236.7]
 [2222.6]
 [2007. ]
 [1981. ]]",5.221196515115264,151.83541220990983,"[[1962.57714844]
 [2056.52709961]
 [1941.80944824]
 [1813.24633789]]","[[2076.]
 [1960.]
 [1830.]
 [2007.]]",6.538020226467628,134.37267068919127
32,Busan(10kTEU),"[[1202.30065918]
 [1238.91149902]
 [1258.41638184]
 [1387.75390625]
 [1406.73742676]
 [1253.2010498 ]
 [1484.13146973]
 [1691.69702148]
 [1781.60791016]
 [1848.3626709 ]
 [1951.83276367]
 [2032.35559082]]","[[1184.3]
 [1203. ]
 [1327. ]
 [1345.2]
 [1198. ]
 [1419.4]
 [1618.4]
 [1704.6]
 [1768.6]
 [1867.8]
 [1945. ]
 [1985. ]]",4.6280148877106715,91.4477950768699,"[[2074.07763672]
 [2140.83251953]
 [2262.86865234]
 [2297.2890625 ]]","[[2049.]
 [2166.]
 [2199.]
 [2159.]]",2.9238768688181573,78.20703212607901
32,Guangzhou(10kTEU),"[[ 386.45117188]
 [ 533.10723877]
 [ 735.88458252]
 [1123.12011719]
 [1201.90136719]
 [1221.91430664]
 [1365.92321777]
 [1546.99316406]
 [1598.13769531]
 [1658.07104492]
 [1794.77319336]
 [1860.42407227]]","[[ 468.5]
 [ 660. ]
 [1025.7]
 [1100.1]
 [1119. ]
 [1255. ]
 [1426. ]
 [1474.3]
 [1530.9]
 [1660. ]
 [1722. ]
 [1885. ]]",8.026146740755804,105.92530510505271,"[[2033.02331543]
 [2193.97436523]
 [2352.80786133]
 [2496.81640625]]","[[2037.]
 [2187.]
 [2323.]
 [2319.]]",2.366272833028794,90.23807223009585
32,Qingdao(10kTEU),"[[ 583.894104  ]
 [ 705.58239746]
 [ 851.04510498]
 [1034.56811523]
 [1124.03564453]
 [1117.77905273]
 [1300.46789551]
 [1405.57653809]
 [1560.21533203]
 [1666.26245117]
 [1776.79321289]
 [1869.59765625]]","[[ 630.7]
 [ 770.2]
 [ 946.2]
 [1032. ]
 [1026. ]
 [1201.2]
 [1302. ]
 [1450.3]
 [1552. ]
 [1658. ]
 [1747. ]
 [1801. ]]",4.3633030161720745,57.53903523415243,"[[1925.90563965]
 [1956.14526367]
 [1951.9744873 ]
 [2238.72900391]]","[[1830.]
 [1826.]
 [2101.]
 [2200.]]",5.305392966666224,111.62909628572302
32,Dubai(10kTEU),"[[ 685.62542725]
 [ 914.22076416]
 [ 945.95257568]
 [1140.93713379]
 [1249.07641602]
 [1173.19116211]
 [1225.38171387]
 [1371.51586914]
 [1399.69897461]
 [1438.42431641]
 [1606.26977539]
 [1642.9074707 ]]","[[ 861.9]
 [ 892.3]
 [1079.1]
 [1182.7]
 [1110. ]
 [1160. ]
 [1300. ]
 [1327. ]
 [1364.1]
 [1524.9]
 [1560. ]
 [1573. ]]",6.435859749187968,88.44240281982307,"[[1656.47717285]
 [1618.89990234]
 [1575.05969238]
 [1487.37927246]]","[[1537.]
 [1495.]
 [1411.]
 [1350.]]",9.466113799152835,137.3086193580291
32,Tianjin(10kTEU),"[[ 430.28036499]
 [ 533.05718994]
 [ 652.94622803]
 [ 885.21154785]
 [ 919.01837158]
 [ 939.88671875]
 [1083.87878418]
 [1240.39196777]
 [1315.51806641]
 [1389.60083008]
 [1499.26428223]
 [1504.3770752 ]]","[[ 480.1]
 [ 595. ]
 [ 817.6]
 [ 850. ]
 [ 870. ]
 [1008. ]
 [1158. ]
 [1230. ]
 [1301. ]
 [1406.1]
 [1411. ]
 [1449. ]]",6.422702424767889,69.91303751561269,"[[1544.02709961]
 [1604.54553223]
 [1701.58361816]
 [1837.22814941]]","[[1507.]
 [1600.]
 [1730.]
 [1835.]]",1.126273374435212,23.47404617424573
32,Rotterdam(10kTEU),"[[ 854.25323486]
 [ 957.15637207]
 [ 993.39715576]
 [1018.4083252 ]
 [1110.28637695]
 [1002.3807373 ]
 [1145.50634766]
 [1220.1315918 ]
 [1219.00866699]
 [1194.09936523]
 [1263.2121582 ]
 [1256.27050781]]","[[ 930. ]
 [ 965.5]
 [ 990. ]
 [1080. ]
 [ 974.3]
 [1114.5]
 [1187.6]
 [1186.5]
 [1162.1]
 [1229.8]
 [1223. ]
 [1238. ]]",4.834602652104624,64.57696168875044,"[[1271.58325195]
 [1409.40026855]
 [1489.02783203]
 [1520.67456055]]","[[1373.]
 [1451.]
 [1482.]
 [1435.]]",4.17451065498681,69.65166040498436
32,Kelang(10kTEU),"[[ 566.37963867]
 [ 598.4876709 ]
 [ 682.1829834 ]
 [ 787.71179199]
 [ 858.13574219]
 [ 787.39080811]
 [ 954.46014404]
 [1032.91101074]
 [1075.40100098]
 [1112.86035156]
 [1176.64855957]
 [1277.68212891]]","[[ 554.4]
 [ 632.6]
 [ 731.2]
 [ 797. ]
 [ 730.9]
 [ 887. ]
 [ 960.3]
 [1000. ]
 [1035. ]
 [1094.6]
 [1189. ]
 [1320. ]]",4.814657816354942,53.95469304827484,"[[1417.88793945]
 [1474.61206055]
 [1323.70397949]
 [1458.55810547]]","[[1373.]
 [1232.]
 [1358.]
 [1324.]]",8.912587311921875,141.56062288041076
32,Kaohsiung(10kTEU),"[[ 976.56939697]
 [ 952.20770264]
 [ 982.68481445]
 [ 925.03887939]
 [ 972.85998535]
 [ 862.98187256]
 [ 923.13415527]
 [ 968.74951172]
 [ 983.28631592]
 [ 999.02606201]
 [1064.69250488]
 [1031.3079834 ]]","[[ 947.1]
 [ 977.5]
 [ 920. ]
 [ 967.7]
 [ 858.1]
 [ 918.1]
 [ 963.6]
 [ 978.1]
 [ 993.8]
 [1059.3]
 [1026. ]
 [1046. ]]",4.448117999295772,50.53606938676794,"[[1051.35864258]
 [1032.31054688]
 [1050.3560791 ]
 [1047.34851074]]","[[1027.]
 [1045.]
 [1042.]
 [ 962.]]",3.3150100646171,45.02376603728658
32,Dalian(10kTEU),"[[ 269.97891235]
 [ 315.45489502]
 [ 372.02261353]
 [ 516.21484375]
 [ 502.19888306]
 [ 507.13980103]
 [ 576.71508789]
 [ 693.48046875]
 [ 860.86450195]
 [1047.60839844]
 [1057.59094238]
 [1001.02331543]]","[[ 265.1]
 [ 321.2]
 [ 464.2]
 [ 450.3]
 [ 455.2]
 [ 524.2]
 [ 640. ]
 [ 806. ]
 [ 991.2]
 [1001.1]
 [ 945. ]
 [ 961. ]]",9.118861135134194,73.87646044404394,"[[1017.15661621]
 [1026.23168945]
 [1033.29003906]
 [1077.65686035]]","[[ 970.]
 [ 977.]
 [1021.]
 [ 654.]]",18.970909109015473,214.64137886366163
32,Hanburg(10kTEU),"[[711.1763916 ]
 [818.17889404]
 [894.51074219]
 [943.62329102]
 [980.80316162]
 [711.57098389]
 [799.63842773]
 [909.50091553]
 [894.609375  ]
 [937.90344238]
 [980.11273193]
 [890.36865234]]","[[808.8]
 [886.2]
 [936. ]
 [973.7]
 [700.7]
 [790. ]
 [901.4]
 [886.3]
 [930.2]
 [973. ]
 [882. ]
 [891. ]]",9.142059240818577,101.82123477416368,"[[899.24438477]
 [894.3135376 ]
 [881.49298096]
 [937.70623779]]","[[886.]
 [873.]
 [930.]
 [870.]]",4.23359986936323,43.49352292370552
32,Antwerp(10kTEU),"[[630.49615479]
 [673.49389648]
 [728.60076904]
 [865.7008667 ]
 [897.41040039]
 [758.36047363]
 [877.29693604]
 [897.41040039]
 [894.22924805]
 [888.58508301]
 [929.63317871]
 [998.59368896]]","[[ 648.2]
 [ 701.9]
 [ 835.5]
 [ 866.4]
 [ 730.9]
 [ 846.8]
 [ 866.4]
 [ 863.3]
 [ 857.8]
 [ 897.8]
 [ 965. ]
 [1004. ]]",5.630388137005894,65.87224894097744,"[[1038.61547852]
 [1080.68969727]
 [1147.3927002 ]
 [1147.3927002 ]]","[[1045.]
 [1110.]
 [1110.]
 [1204.]]",2.83046037768661,37.089271966565526
32,Xiamen(10kTEU),"[[318.95126343]
 [369.17623901]
 [441.52151489]
 [506.49343872]
 [549.98614502]
 [512.15704346]
 [633.97937012]
 [701.30212402]
 [781.55529785]
 [867.79260254]
 [928.06262207]
 [993.03448486]]","[[334.2]
 [401.9]
 [462.7]
 [503.4]
 [468. ]
 [582. ]
 [645. ]
 [720.1]
 [800.8]
 [857.2]
 [918. ]
 [961. ]]",4.983598546001988,35.87719034601915,"[[1038.98510742]
 [1121.26843262]
 [1080.66113281]
 [1200.34619141]]","[[1038.]
 [1000.]
 [1112.]
 [1141.]]",5.060308714726754,69.30205303070935
32,Tanjung(10kTEU),"[[428.60675049]
 [444.5647583 ]
 [504.8394165 ]
 [579.03912354]
 [589.20349121]
 [631.48718262]
 [683.73199463]
 [784.35913086]
 [802.65496826]
 [795.33660889]
 [889.05206299]
 [944.95581055]]","[[417.7]
 [477. ]
 [550. ]
 [560. ]
 [601.6]
 [653. ]
 [752. ]
 [770. ]
 [762.8]
 [855. ]
 [910. ]
 [828. ]]",5.495831356977656,48.58134500958614,"[[861.6081543 ]
 [871.77252197]
 [930.72576904]
 [944.95581055]]","[[838.]
 [896.]
 [910.]
 [985.]]",2.966029691708146,28.184260910349995
32,Los Angeles(10kTEU),"[[742.51055908]
 [758.99542236]
 [858.00549316]
 [720.59783936]
 [795.68457031]
 [736.47955322]
 [793.77471924]
 [804.73126221]
 [818.6026001 ]
 [797.59442139]
 [844.93823242]
 [826.84503174]]","[[748.5]
 [847. ]
 [710.3]
 [785. ]
 [726.1]
 [783.1]
 [794. ]
 [807.8]
 [786.9]
 [834. ]
 [816. ]
 [886. ]]",6.229259634591463,62.87376841290488,"[[897.20733643]
 [954.50244141]
 [957.51794434]
 [941.4352417 ]]","[[943.]
 [946.]
 [930.]
 [920.]]",2.7609190919994515,29.094528670645175
32,Long Beach(10kTEU),"[[584.79473877]
 [674.82275391]
 [730.96948242]
 [733.09912109]
 [653.33227539]
 [515.77313232]
 [631.55133057]
 [615.77215576]
 [610.44781494]
 [676.75891113]
 [685.56811523]
 [721.28894043]]","[[671. ]
 [729. ]
 [731.2]
 [648.8]
 [506.7]
 [626.3]
 [610. ]
 [604.5]
 [673. ]
 [682.1]
 [719. ]
 [680. ]]",8.840569722319604,69.84830028323252,"[[683.53515625]
 [755.17059326]
 [808.4130249 ]
 [763.88293457]]","[[754.]
 [809.]
 [763.]
 [811.]]",6.940235785422965,55.10276744409844
64,Ningbo(10kTEU),"[[ 525.65582275]
 [ 664.42272949]
 [ 851.05273438]
 [1079.6394043 ]
 [1229.4934082 ]
 [1186.82104492]
 [1445.65917969]
 [1596.71496582]
 [1712.81164551]
 [1823.29846191]
 [2016.22521973]
 [2209.55249023]]","[[ 520.8]
 [ 706.8]
 [ 935. ]
 [1084.6]
 [1042. ]
 [1300.4]
 [1451.2]
 [1567.1]
 [1677.4]
 [1870. ]
 [2063. ]
 [2160. ]]",4.544417395714592,74.12332892310253,"[[2306.71704102]
 [2608.22753906]
 [2782.69238281]
 [2897.74121094]]","[[2461.]
 [2635.]
 [2749.]
 [2872.]]",2.351763551754184,81.11378227178353
64,Shanghai(10kTEU),"[[1548.33740234]
 [1918.03503418]
 [2297.78662109]
 [2762.78857422]
 [2954.44506836]
 [2642.55834961]
 [3068.49609375]
 [3348.12548828]
 [3430.86230469]
 [3544.80908203]
 [3719.49902344]
 [3850.93530273]]","[[1808.4]
 [2171. ]
 [2615. ]
 [2798. ]
 [2500.2]
 [2906.9]
 [3173.9]
 [3252.9]
 [3361.7]
 [3528.5]
 [3654. ]
 [3713. ]]",6.746593922825929,215.68623982229175,"[[3912.72607422]
 [4237.38964844]
 [4423.81005859]
 [4558.91162109]]","[[4023.]
 [4201.]
 [4330.]
 [4350.]]",2.644095227949419,128.38315479648688
64,Singapore(10kTEU),"[[2183.31787109]
 [2373.16552734]
 [2536.21264648]
 [2856.60058594]
 [3058.57495117]
 [2645.76025391]
 [2907.04272461]
 [3060.61303711]
 [3234.97119141]
 [3329.7421875 ]
 [3461.19897461]
 [3160.68310547]]","[[2319.2]
 [2479.2]
 [2793.6]
 [2991.8]
 [2586.7]
 [2843.1]
 [2993.8]
 [3164.9]
 [3257.9]
 [3386.9]
 [3092. ]
 [3090. ]]",5.988678936044397,212.00288207529937,"[[3158.64501953]
 [3440.91992188]
 [3739.50024414]
 [3800.64257812]]","[[3367.]
 [3660.]
 [3720.]
 [3660.]]",4.135209273765292,167.0093356826049
